es_id	usergroupid	unionid	openid	data_date
CONSUME_U_03_002_002_oS6w50k6F0x7AJpohvkfK0GAz5og_oz07c4vEegI4xQQTNhiI_sDYeShI	CONSUME_U_03_002_002	oS6w50k6F0x7AJpohvkfK0GAz5og	oz07c4vEegI4xQQTNhiI_sDYeShI	2020-11-05
CONSUME_U_03_002_002_oS6w50orIWzibYZzWElDbYbJ1zVI_oz07c4oMCy-L8Ntl8qs9AeAhK7JE	CONSUME_U_03_002_002	oS6w50orIWzibYZzWElDbYbJ1zVI	oz07c4oMCy-L8Ntl8qs9AeAhK7JE	2020-11-05
CONSUME_U_03_002_002_oS6w50p276O2EJbx9sz08YXxn-Z8_oz07c4mT3LGVB_ywI8gb-hBE8rHo	CONSUME_U_03_002_002	oS6w50p276O2EJbx9sz08YXxn-Z8	oz07c4mT3LGVB_ywI8gb-hBE8rHo	2020-11-05
CONSUME_U_03_002_002_oS6w50u0_7swKup3eDWd4ViXtX4U_oAw_60kztYd9tI2qh6T_sSyNkjLk	CONSUME_U_03_002_002	oS6w50u0_7swKup3eDWd4ViXtX4U	oAw_60kztYd9tI2qh6T_sSyNkjLk	2020-11-05
NULL	CONSUME_U_03_003_002	NULL	ooLHq01pr82ksYowDR-fdUiLoRL4	2020-11-05
NULL	CONSUME_U_03_003_003	NULL	ooLHq00xVKUkclqSMypDe0AHkKLc	2020-11-05
NULL	CONSUME_U_03_003_003	NULL	ooLHq04L3h90_HevwkIMbEZDaeTU	2020-11-05
CONSUME_U_03_003_003_oS6w50qcsFr5B7svorG23HVdZzTY_oz07c4pPdACzZ2MOqbuccplbiej4	CONSUME_U_03_003_003	oS6w50qcsFr5B7svorG23HVdZzTY	oz07c4pPdACzZ2MOqbuccplbiej4	2020-11-05
NULL	CONSUME_U_03_004_001	NULL	ooLHq00xVKUkclqSMypDe0AHkKLc	2020-11-05
NULL	CONSUME_U_03_004_001	NULL	ooLHq04L3h90_HevwkIMbEZDaeTU	2020-11-05
NULL	CONSUME_U_03_004_001	NULL	ooLHq04fONOb464yZE5I5YLfISkU	2020-11-05
NULL	CONSUME_U_03_004_001	NULL	ooLHq0wUnln_eq6JP2AmRsAjGMJw	2020-11-05
CONSUME_U_03_004_001_oS6w50qcsFr5B7svorG23HVdZzTY_oz07c4pPdACzZ2MOqbuccplbiej4	CONSUME_U_03_004_001	oS6w50qcsFr5B7svorG23HVdZzTY	oz07c4pPdACzZ2MOqbuccplbiej4	2020-11-05
CONSUME_U_03_004_005_oS6w50hodMHHcYKAqwRdObkjcxpU_oz07c4kp0hNUI1GK0IbDOlVeAUf8	CONSUME_U_03_004_005	oS6w50hodMHHcYKAqwRdObkjcxpU	oz07c4kp0hNUI1GK0IbDOlVeAUf8	2020-11-05
CONSUME_U_04_001_001_oS6w50k6F0x7AJpohvkfK0GAz5og_oAw_60n-giv8dI9wK_LMD-pTwDyY	CONSUME_U_04_001_001	oS6w50k6F0x7AJpohvkfK0GAz5og	oAw_60n-giv8dI9wK_LMD-pTwDyY	2020-11-05
NULL	CONSUME_U_04_001_002	oS6w50p276O2EJbx9sz08YXxn-Z8	NULL	2020-11-05
NULL	CONSUME_U_04_001_003	NULL	oAw_60tNWnqin4d_N_gD5M4GtAIg	2020-11-05
CONSUME_U_04_001_003_oS6w50hlDeQniNBYRmR0q2EjKCG0_oz07c4lqQ_sHxtfdOh8J5_BogVKU	CONSUME_U_04_001_003	oS6w50hlDeQniNBYRmR0q2EjKCG0	oz07c4lqQ_sHxtfdOh8J5_BogVKU	2020-11-05
CONSUME_U_04_001_003_oS6w50k6F0x7AJpohvkfK0GAz5og_oz07c4vEegI4xQQTNhiI_sDYeShI	CONSUME_U_04_001_003	oS6w50k6F0x7AJpohvkfK0GAz5og	oz07c4vEegI4xQQTNhiI_sDYeShI	2020-11-05
NULL	CONSUME_U_04_002_002	oS6w50hflqHspjzarqLNExzNDyUw	NULL	2020-11-05
CONSUME_U_04_002_002_oS6w50k6F0x7AJpohvkfK0GAz5og_oAw_60n-giv8dI9wK_LMD-pTwDyY	CONSUME_U_04_002_002	oS6w50k6F0x7AJpohvkfK0GAz5og	oAw_60n-giv8dI9wK_LMD-pTwDyY	2020-11-05
CONSUME_U_04_002_002_oS6w50k6F0x7AJpohvkfK0GAz5og_oz07c4vEegI4xQQTNhiI_sDYeShI	CONSUME_U_04_002_002	oS6w50k6F0x7AJpohvkfK0GAz5og	oz07c4vEegI4xQQTNhiI_sDYeShI	2020-11-05
CONSUME_U_04_002_002_oS6w50o00zMd-ZzCgqt5_E4aohTk_oAw_60ri5JDTypL8h1ScDvCPLWSk	CONSUME_U_04_002_002	oS6w50o00zMd-ZzCgqt5_E4aohTk	oAw_60ri5JDTypL8h1ScDvCPLWSk	2020-11-05
CONSUME_U_04_002_002_oS6w50orIWzibYZzWElDbYbJ1zVI_oz07c4oMCy-L8Ntl8qs9AeAhK7JE	CONSUME_U_04_002_002	oS6w50orIWzibYZzWElDbYbJ1zVI	oz07c4oMCy-L8Ntl8qs9AeAhK7JE	2020-11-05
CONSUME_U_04_002_002_oS6w50p276O2EJbx9sz08YXxn-Z8_oz07c4mT3LGVB_ywI8gb-hBE8rHo	CONSUME_U_04_002_002	oS6w50p276O2EJbx9sz08YXxn-Z8	oz07c4mT3LGVB_ywI8gb-hBE8rHo	2020-11-05
CONSUME_U_04_002_002_oS6w50u0_7swKup3eDWd4ViXtX4U_oAw_60kztYd9tI2qh6T_sSyNkjLk	CONSUME_U_04_002_002	oS6w50u0_7swKup3eDWd4ViXtX4U	oAw_60kztYd9tI2qh6T_sSyNkjLk	2020-11-05
NULL	CONSUME_U_04_003_001	NULL	ooLHq01gtM-geWEXzJXshfIN3r5c	2020-11-05
NULL	CONSUME_U_04_003_001	NULL	ooLHq03gHyK3tANRZ2M6XTUi6uzk	2020-11-05
NULL	CONSUME_U_04_003_001	NULL	ooLHq0866CCg0TDhAxbFfkSvvscQ	2020-11-05
CONSUME_U_04_003_001_oS6w50ngAsR8lsoOfp7PFIY1LtAU_oz07c4oIXTaOjKanp1Eka38tcYCU	CONSUME_U_04_003_001	oS6w50ngAsR8lsoOfp7PFIY1LtAU	oz07c4oIXTaOjKanp1Eka38tcYCU	2020-11-05
NULL	CONSUME_U_04_003_002	NULL	oS6w50ngAsR8lsoOfp7PFIY1LtAU	2020-11-05
NULL	CONSUME_U_04_003_002	NULL	ooLHq01pr82ksYowDR-fdUiLoRL4	2020-11-05
NULL	CONSUME_U_04_003_003	NULL	oS6w50jFY1fqOPZcJKspxCJK9_hg	2020-11-05
NULL	CONSUME_U_04_003_003	NULL	ooLHq0-Vjf39D21hN7H6DOqBHsMs	2020-11-05
NULL	CONSUME_U_04_003_003	NULL	ooLHq00xVKUkclqSMypDe0AHkKLc	2020-11-05
NULL	CONSUME_U_04_003_003	NULL	ooLHq04L3h90_HevwkIMbEZDaeTU	2020-11-05
CONSUME_U_04_003_003_oS6w50qcsFr5B7svorG23HVdZzTY_oz07c4pPdACzZ2MOqbuccplbiej4	CONSUME_U_04_003_003	oS6w50qcsFr5B7svorG23HVdZzTY	oz07c4pPdACzZ2MOqbuccplbiej4	2020-11-05
NULL	CONSUME_U_04_004_001	NULL	oS6w50iQkKlcz5e0IEQkDsurEiE8	2020-11-05
NULL	CONSUME_U_04_004_001	NULL	oS6w50jFY1fqOPZcJKspxCJK9_hg	2020-11-05
NULL	CONSUME_U_04_004_001	NULL	oS6w50ngAsR8lsoOfp7PFIY1LtAU	2020-11-05
NULL	CONSUME_U_04_004_001	NULL	ooLHq02CpbUvZNohjDTqNLsVTYZw	2020-11-05
NULL	CONSUME_U_04_004_001	NULL	ooLHq02Uzf5J5yu7B2B30Jx1HgbA	2020-11-05
NULL	CONSUME_U_04_004_001	NULL	ooLHq04L3h90_HevwkIMbEZDaeTU	2020-11-05
NULL	CONSUME_U_04_004_001	NULL	ooLHq0wUnln_eq6JP2AmRsAjGMJw	2020-11-05
CONSUME_U_04_004_001_oS6w50qcsFr5B7svorG23HVdZzTY_oz07c4pPdACzZ2MOqbuccplbiej4	CONSUME_U_04_004_001	oS6w50qcsFr5B7svorG23HVdZzTY	oz07c4pPdACzZ2MOqbuccplbiej4	2020-11-05
CONSUME_U_04_004_005_oS6w50hodMHHcYKAqwRdObkjcxpU_oz07c4kp0hNUI1GK0IbDOlVeAUf8	CONSUME_U_04_004_005	oS6w50hodMHHcYKAqwRdObkjcxpU	oz07c4kp0hNUI1GK0IbDOlVeAUf8	2020-11-05
NULL	CONSUME_U_05_001_002	NULL	oAw_60l4mA--hSMV2Y3-gittAgsM	2020-11-05
NULL	CONSUME_U_05_001_003	NULL	oAw_60tNWnqin4d_N_gD5M4GtAIg	2020-11-05
CONSUME_U_05_001_003_oS6w50hlDeQniNBYRmR0q2EjKCG0_oz07c4lqQ_sHxtfdOh8J5_BogVKU	CONSUME_U_05_001_003	oS6w50hlDeQniNBYRmR0q2EjKCG0	oz07c4lqQ_sHxtfdOh8J5_BogVKU	2020-11-05
CONSUME_U_05_001_003_oS6w50k6F0x7AJpohvkfK0GAz5og_oz07c4vEegI4xQQTNhiI_sDYeShI	CONSUME_U_05_001_003	oS6w50k6F0x7AJpohvkfK0GAz5og	oz07c4vEegI4xQQTNhiI_sDYeShI	2020-11-05
CONSUME_U_05_001_003_oS6w50qbO1gKrr8KRPQChCREe1uo_oAw_60mZVlSA-pGG-qJKiGN36KKQ	CONSUME_U_05_001_003	oS6w50qbO1gKrr8KRPQChCREe1uo	oAw_60mZVlSA-pGG-qJKiGN36KKQ	2020-11-05
NULL	CONSUME_U_05_002_002	oS6w50hflqHspjzarqLNExzNDyUw	NULL	2020-11-05
CONSUME_U_05_002_002_oS6w50k6F0x7AJpohvkfK0GAz5og_oAw_60n-giv8dI9wK_LMD-pTwDyY	CONSUME_U_05_002_002	oS6w50k6F0x7AJpohvkfK0GAz5og	oAw_60n-giv8dI9wK_LMD-pTwDyY	2020-11-05
CONSUME_U_05_002_002_oS6w50o00zMd-ZzCgqt5_E4aohTk_oAw_60ri5JDTypL8h1ScDvCPLWSk	CONSUME_U_05_002_002	oS6w50o00zMd-ZzCgqt5_E4aohTk	oAw_60ri5JDTypL8h1ScDvCPLWSk	2020-11-05
CONSUME_U_05_002_002_oS6w50orIWzibYZzWElDbYbJ1zVI_oz07c4oMCy-L8Ntl8qs9AeAhK7JE	CONSUME_U_05_002_002	oS6w50orIWzibYZzWElDbYbJ1zVI	oz07c4oMCy-L8Ntl8qs9AeAhK7JE	2020-11-05
CONSUME_U_05_002_002_oS6w50p276O2EJbx9sz08YXxn-Z8_oz07c4mT3LGVB_ywI8gb-hBE8rHo	CONSUME_U_05_002_002	oS6w50p276O2EJbx9sz08YXxn-Z8	oz07c4mT3LGVB_ywI8gb-hBE8rHo	2020-11-05
CONSUME_U_05_002_002_oS6w50u0_7swKup3eDWd4ViXtX4U_oAw_60kztYd9tI2qh6T_sSyNkjLk	CONSUME_U_05_002_002	oS6w50u0_7swKup3eDWd4ViXtX4U	oAw_60kztYd9tI2qh6T_sSyNkjLk	2020-11-05
NULL	CONSUME_U_05_003_001	NULL	44444444440	2020-11-05
NULL	CONSUME_U_05_003_001	NULL	oS6w50n0tz95_gceA3V0uY_zQTB0	2020-11-05
NULL	CONSUME_U_05_003_001	NULL	ooLHq01gtM-geWEXzJXshfIN3r5c	2020-11-05
NULL	CONSUME_U_05_003_001	NULL	ooLHq01sdqZNq1YrRDpllOf8ok5k	2020-11-05
NULL	CONSUME_U_05_003_001	NULL	ooLHq04VM-TajamM8dTCUXjC-Gbk	2020-11-05
NULL	CONSUME_U_05_003_001	NULL	ooLHq0866CCg0TDhAxbFfkSvvscQ	2020-11-05
NULL	CONSUME_U_05_003_001	NULL	ooLHq09yXQ37vhMd77t8zF3aJn84	2020-11-05
NULL	CONSUME_U_05_003_001	NULL	ooLHq0xYlBICTAPVl9Lss9pbuigo	2020-11-05
NULL	CONSUME_U_05_003_002	NULL	oS6w50ngAsR8lsoOfp7PFIY1LtAU	2020-11-05
NULL	CONSUME_U_05_003_002	NULL	ooLHq01pr82ksYowDR-fdUiLoRL4	2020-11-05
NULL	CONSUME_U_05_003_002	NULL	ooLHq02DMceBwTSKY-gQ6bVecADY	2020-11-05
NULL	CONSUME_U_05_003_003	NULL	oS6w50jxbnyZf-giSj24iqNzWMSI	2020-11-05
NULL	CONSUME_U_05_003_003	NULL	ooLHq0-Vjf39D21hN7H6DOqBHsMs	2020-11-05
NULL	CONSUME_U_05_003_003	NULL	ooLHq00xVKUkclqSMypDe0AHkKLc	2020-11-05
NULL	CONSUME_U_05_003_003	NULL	ooLHq02CyTmdN2Dsi-0pkkQL7RdA	2020-11-05
NULL	CONSUME_U_05_003_003	NULL	ooLHq04L3h90_HevwkIMbEZDaeTU	2020-11-05
CONSUME_U_05_003_003_oS6w50qcsFr5B7svorG23HVdZzTY_oz07c4pPdACzZ2MOqbuccplbiej4	CONSUME_U_05_003_003	oS6w50qcsFr5B7svorG23HVdZzTY	oz07c4pPdACzZ2MOqbuccplbiej4	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	oS6w50jFY1fqOPZcJKspxCJK9_hg	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	oS6w50ku9ZxgCDkKZIPZbc4Rbpkg	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	oS6w50ngAsR8lsoOfp7PFIY1LtAU	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq0-Vjf39D21hN7H6DOqBHsMs	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq01K00fZbXwkBaFWgS5fe3zE	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq02CpbUvZNohjDTqNLsVTYZw	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq02CyTmdN2Dsi-0pkkQL7RdA	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq02Uzf5J5yu7B2B30Jx1HgbA	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq030YPWE3fyk3feRkz4qDBww	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq03_qsX9A0mdpVs2C8B4yMmo	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq04L3h90_HevwkIMbEZDaeTU	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq08NcvwJn4rqPAAH7z8ABFLs	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq08jkT0Wtg_kA7OCLv_qVYEo	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq0wShLDettlGfW4HVSYrmfm4	2020-11-05
NULL	CONSUME_U_05_004_001	NULL	ooLHq0xda5IssByAkBtPIuYaeLx0	2020-11-05
CONSUME_U_05_004_001_oS6w50qcsFr5B7svorG23HVdZzTY_oz07c4pPdACzZ2MOqbuccplbiej4	CONSUME_U_05_004_001	oS6w50qcsFr5B7svorG23HVdZzTY	oz07c4pPdACzZ2MOqbuccplbiej4	2020-11-05
NULL	CONSUME_U_05_004_005	NULL	ooLHq07P7_4XOjz7qrJ6VCu-btlI	2020-11-05
NULL	CONSUME_U_05_004_005	NULL	ooLHq07ri7lejrf8-StOLkThoV1s	2020-11-05
CONSUME_U_05_004_005_oS6w50hodMHHcYKAqwRdObkjcxpU_oz07c4kp0hNUI1GK0IbDOlVeAUf8	CONSUME_U_05_004_005	oS6w50hodMHHcYKAqwRdObkjcxpU	oz07c4kp0hNUI1GK0IbDOlVeAUf8	2020-11-05
CONSUME_U_06_001_001_oS6w50nZ2hWq-nVVbhIEcfNdHIs8_oAw_60p3gK2MHETloqy1R0gYGZyQ	CONSUME_U_06_001_001	oS6w50nZ2hWq-nVVbhIEcfNdHIs8	oAw_60p3gK2MHETloqy1R0gYGZyQ	2020-11-05
CONSUME_U_06_001_002_oS6w50jxbnyZf-giSj24iqNzWMSI_oAw_60sT5EmmV_XLT5t8yWuBzTd8	CONSUME_U_06_001_002	oS6w50jxbnyZf-giSj24iqNzWMSI	oAw_60sT5EmmV_XLT5t8yWuBzTd8	2020-11-05
CONSUME_U_06_001_002_oS6w50mkejhnfh2nifWxHzfOKm3c_oAw_60qV0swljrnGnn5RhIk0U3Bg	CONSUME_U_06_001_002	oS6w50mkejhnfh2nifWxHzfOKm3c	oAw_60qV0swljrnGnn5RhIk0U3Bg	2020-11-05
CONSUME_U_06_001_002_oS6w50mkejhnfh2nifWxHzfOKm3c_opunx1KpW2fxRUlA5_shT2HiXgLM	CONSUME_U_06_001_002	oS6w50mkejhnfh2nifWxHzfOKm3c	opunx1KpW2fxRUlA5_shT2HiXgLM	2020-11-05
CONSUME_U_06_001_002_oS6w50mkejhnfh2nifWxHzfOKm3c_oz07c4iCoDyqeHOowYnZeILsaJuk	CONSUME_U_06_001_002	oS6w50mkejhnfh2nifWxHzfOKm3c	oz07c4iCoDyqeHOowYnZeILsaJuk	2020-11-05
CONSUME_U_06_001_002_oS6w50unoWjBQlYjVya73KkQ3zdI_oAw_60sIPcjYSrsU6QDZiR4g7AE0	CONSUME_U_06_001_002	oS6w50unoWjBQlYjVya73KkQ3zdI	oAw_60sIPcjYSrsU6QDZiR4g7AE0	2020-11-05
NULL	CONSUME_U_06_001_003	NULL	oAw_60oqwx1ch-gPS8gvhgDHc5vM	2020-11-05
NULL	CONSUME_U_06_001_003	NULL	oAw_60tNWnqin4d_N_gD5M4GtAIg	2020-11-05
CONSUME_U_06_001_003_oS6w50hlDeQniNBYRmR0q2EjKCG0_oz07c4lqQ_sHxtfdOh8J5_BogVKU	CONSUME_U_06_001_003	oS6w50hlDeQniNBYRmR0q2EjKCG0	oz07c4lqQ_sHxtfdOh8J5_BogVKU	2020-11-05
CONSUME_U_06_001_003_oS6w50hodMHHcYKAqwRdObkjcxpU_oAw_60rGf0um6OUc1gHdmP5Ez3aM	CONSUME_U_06_001_003	oS6w50hodMHHcYKAqwRdObkjcxpU	oAw_60rGf0um6OUc1gHdmP5Ez3aM	2020-11-05
CONSUME_U_06_001_003_oS6w50jUAncPj9MiURzBBPpRmp7A_opunx1MUOfAqXF3Psl3DDLtAjTEw	CONSUME_U_06_001_003	oS6w50jUAncPj9MiURzBBPpRmp7A	opunx1MUOfAqXF3Psl3DDLtAjTEw	2020-11-05
CONSUME_U_06_001_003_oS6w50k6F0x7AJpohvkfK0GAz5og_oz07c4vEegI4xQQTNhiI_sDYeShI	CONSUME_U_06_001_003	oS6w50k6F0x7AJpohvkfK0GAz5og	oz07c4vEegI4xQQTNhiI_sDYeShI	2020-11-05
CONSUME_U_06_001_003_oS6w50qatNCvlLGqHpYp6N-VWdKo_opunx1DXhcMWE3TVFGwDo-TqGJwU	CONSUME_U_06_001_003	oS6w50qatNCvlLGqHpYp6N-VWdKo	opunx1DXhcMWE3TVFGwDo-TqGJwU	2020-11-05
CONSUME_U_06_001_003_oS6w50qbO1gKrr8KRPQChCREe1uo_oAw_60mZVlSA-pGG-qJKiGN36KKQ	CONSUME_U_06_001_003	oS6w50qbO1gKrr8KRPQChCREe1uo	oAw_60mZVlSA-pGG-qJKiGN36KKQ	2020-11-05
CONSUME_U_06_001_003_oS6w50uh4Dh4gsAgGMOwMtQILWJY_oz07c4nEQs59BJjN-Ix6nFEsW8qc	CONSUME_U_06_001_003	oS6w50uh4Dh4gsAgGMOwMtQILWJY	oz07c4nEQs59BJjN-Ix6nFEsW8qc	2020-11-05
NULL	CONSUME_U_06_002_002	NULL	oAw_60iOI3Yg0hYIHUlJDXdKeKxE	2020-11-05
NULL	CONSUME_U_06_002_002	NULL	oAw_60p466ZMDTWzK5_OJaq4nv7M	2020-11-05
CONSUME_U_06_002_002__oAw_60kLju-efPkwPQH-9RGSTJGI	CONSUME_U_06_002_002		oAw_60kLju-efPkwPQH-9RGSTJGI	2020-11-05
NULL	CONSUME_U_06_002_002	oS6w50hflqHspjzarqLNExzNDyUw	NULL	2020-11-05
CONSUME_U_06_002_002_oS6w50k6F0x7AJpohvkfK0GAz5og_oAw_60n-giv8dI9wK_LMD-pTwDyY	CONSUME_U_06_002_002	oS6w50k6F0x7AJpohvkfK0GAz5og	oAw_60n-giv8dI9wK_LMD-pTwDyY	2020-11-05
CONSUME_U_06_002_002_oS6w50lo77KNWcSgNEGoLPu8_puI_oAw_60qJzyxYXzYnEkhDZQbrt4mc	CONSUME_U_06_002_002	oS6w50lo77KNWcSgNEGoLPu8_puI	oAw_60qJzyxYXzYnEkhDZQbrt4mc	2020-11-05
CONSUME_U_06_002_002_oS6w50nZ2hWq-nVVbhIEcfNdHIs8_oAw_60p3gK2MHETloqy1R0gYGZyQ	CONSUME_U_06_002_002	oS6w50nZ2hWq-nVVbhIEcfNdHIs8	oAw_60p3gK2MHETloqy1R0gYGZyQ	2020-11-05
CONSUME_U_06_002_002_oS6w50o00zMd-ZzCgqt5_E4aohTk_oAw_60ri5JDTypL8h1ScDvCPLWSk	CONSUME_U_06_002_002	oS6w50o00zMd-ZzCgqt5_E4aohTk	oAw_60ri5JDTypL8h1ScDvCPLWSk	2020-11-05
CONSUME_U_06_002_002_oS6w50orIWzibYZzWElDbYbJ1zVI_oz07c4oMCy-L8Ntl8qs9AeAhK7JE	CONSUME_U_06_002_002	oS6w50orIWzibYZzWElDbYbJ1zVI	oz07c4oMCy-L8Ntl8qs9AeAhK7JE	2020-11-05
CONSUME_U_06_002_002_oS6w50p276O2EJbx9sz08YXxn-Z8_oz07c4mT3LGVB_ywI8gb-hBE8rHo	CONSUME_U_06_002_002	oS6w50p276O2EJbx9sz08YXxn-Z8	oz07c4mT3LGVB_ywI8gb-hBE8rHo	2020-11-05
CONSUME_U_06_002_002_oS6w50vs-Qt8VkHVn7_0X34TmGHA_oAw_60nqY8EiWuvDZ3-_7T-4MC_s	CONSUME_U_06_002_002	oS6w50vs-Qt8VkHVn7_0X34TmGHA	oAw_60nqY8EiWuvDZ3-_7T-4MC_s	2020-11-05
CONSUME_U_06_002_002_oS6w50vs-Qt8VkHVn7_0X34TmGHA_opunx1Cvx7W8Bd_Df_6S6J5pm_98	CONSUME_U_06_002_002	oS6w50vs-Qt8VkHVn7_0X34TmGHA	opunx1Cvx7W8Bd_Df_6S6J5pm_98	2020-11-05
CONSUME_U_06_002_005_oS6w50qatNCvlLGqHpYp6N-VWdKo_oAw_60iCHHkwnpSjQnsvQHrXgL7A	CONSUME_U_06_002_005	oS6w50qatNCvlLGqHpYp6N-VWdKo	oAw_60iCHHkwnpSjQnsvQHrXgL7A	2020-11-05
NULL	CONSUME_U_06_003_001	NULL	ooLHq01gtM-geWEXzJXshfIN3r5c	2020-11-05
NULL	CONSUME_U_06_003_001	NULL	ooLHq01jdZQ0gD_lDV9Fg0Ho8mOs	2020-11-05
NULL	CONSUME_U_06_003_001	NULL	ooLHq04VM-TajamM8dTCUXjC-Gbk	2020-11-05
NULL	CONSUME_U_06_003_001	NULL	ooLHq07Ol3jKWWvHnVsuWeLTOmDE	2020-11-05
NULL	CONSUME_U_06_003_001	NULL	ooLHq09yXQ37vhMd77t8zF3aJn84	2020-11-05
NULL	CONSUME_U_06_003_001	NULL	ooLHq0xYlBICTAPVl9Lss9pbuigo	2020-11-05
NULL	CONSUME_U_06_003_001	NULL	ooLHq0xmbCHg4TbEzhqOAnsGma5w	2020-11-05
NULL	CONSUME_U_06_003_002	NULL	oS6w50ku9ZxgCDkKZIPZbc4Rbpkg	2020-11-05
NULL	CONSUME_U_06_003_002	NULL	ooLHq01IDgV4-YjnLj_0QNEIg7cI	2020-11-05
NULL	CONSUME_U_06_003_002	NULL	ooLHq01pr82ksYowDR-fdUiLoRL4	2020-11-05
NULL	CONSUME_U_06_003_002	NULL	ooLHq02DMceBwTSKY-gQ6bVecADY	2020-11-05
NULL	CONSUME_U_06_003_002	NULL	ooLHq0333dxrGbEwWVlmRgBbChck	2020-11-05
NULL	CONSUME_U_06_003_002	NULL	ooLHq05qV5EBpa_TELBcRyy59v3E	2020-11-05
NULL	CONSUME_U_06_003_002	NULL	ooLHq05vINdoiMvUHCY2FND2xI8g	2020-11-05
NULL	CONSUME_U_06_003_002	NULL	ooLHq0_1-s0RcmnrTzHHVP8-AKPQ	2020-11-05
NULL	CONSUME_U_06_003_002	NULL	ooLHq0_ad40lwOcCaOVsZuOH1ZlM	2020-11-05
NULL	CONSUME_U_06_003_002	NULL	ooLHq0xsehxJVgkQx1TOL8kw88Og	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	oS6w50iQkKlcz5e0IEQkDsurEiE8	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	oS6w50jxbnyZf-giSj24iqNzWMSI	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	oS6w50qbO1gKrr8KRPQChCREe1uo	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	ooLHq0-Vjf39D21hN7H6DOqBHsMs	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	ooLHq0-u_eVv1zq-b3Gs_hDecNQQ	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	ooLHq00xVKUkclqSMypDe0AHkKLc	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	ooLHq02CyTmdN2Dsi-0pkkQL7RdA	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	ooLHq04L3h90_HevwkIMbEZDaeTU	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	ooLHq0w3w89n9bC0LFZBULBupBhU	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	ooLHq0xQicIPvYRRF2-uwxP1BW1Y	2020-11-05
NULL	CONSUME_U_06_003_003	NULL	ooLHq0yamD9Kcr-ydPpPOfHoeKG8	2020-11-05
CONSUME_U_06_003_003_oS6w50jUAncPj9MiURzBBPpRmp7A_oz07c4kGbHJs8sNzRbMVVQKzb4yc	CONSUME_U_06_003_003	oS6w50jUAncPj9MiURzBBPpRmp7A	oz07c4kGbHJs8sNzRbMVVQKzb4yc	2020-11-05
CONSUME_U_06_003_003_oS6w50n39Om499bZyctyhBJ3oGvM_oz07c4prUuewpCq-X0KQ0W0VeG7w	CONSUME_U_06_003_003	oS6w50n39Om499bZyctyhBJ3oGvM	oz07c4prUuewpCq-X0KQ0W0VeG7w	2020-11-05
CONSUME_U_06_003_003_oS6w50qcsFr5B7svorG23HVdZzTY_oz07c4pPdACzZ2MOqbuccplbiej4	CONSUME_U_06_003_003	oS6w50qcsFr5B7svorG23HVdZzTY	oz07c4pPdACzZ2MOqbuccplbiej4	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	oS6w50jFY1fqOPZcJKspxCJK9_hg	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	oS6w50ku9ZxgCDkKZIPZbc4Rbpkg	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	ooLHq0-66OrzIBvnl0JRtmx4aHNw	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	ooLHq0-7ui0t2a3z8LWBqBUTfVTc	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	ooLHq0-8TxLLVYJqtS8lNzesDh60	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	ooLHq0-ThbUiLs8u9GMclah2KNg8	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	ooLHq0-Vjf39D21hN7H6DOqBHsMs	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	ooLHq0-u_eVv1zq-b3Gs_hDecNQQ	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	ooLHq00nG2Dr1KsaKZ8ftiW4yZqc	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	ooLHq01K00fZbXwkBaFWgS5fe3zE	2020-11-05
NULL	CONSUME_U_06_004_001	NULL	ooLHq02CpbUvZNohjDTqNLsVTYZw	2020-11-05
